MBB.Id	reaction	Reversible	E.C.number	ko	E.C.num_gene
1	rn:R04242		(3.4.19.9)			[00790]
1	rn:R04325		(2.1.2.2)			[00230, 00670]
1	rn:R04326		(2.1.2.2)			[00670]
1	rn:R04355		(2.3.1.179)			[00061]
1	rn:R04355		(2.3.1.85)			[00061]
1	rn:R04372		(3.1.3.66)			[00562]
1	rn:R04378	reversible	(2.4.2.7)			[00230]
1	rn:R04404		(3.1.3.36)			[00562]
1	rn:R04420		(5.3.1.23)			[00270]
1	rn:R04428	reversible	(2.3.1.85)			[00061]
1	rn:R04430	reversible	(1.3.1.104)			[00061]
1	rn:R04430	reversible	(2.3.1.85)			[00061]
1	rn:R04432	reversible	(-.-.-.-)			[00640]
1	rn:R04432	reversible	(1.3.8.7)			[00640]
1	rn:R04435	reversible	(2.5.1.57)			[00520]
1	rn:R04444|R04445		(-.-.-.-)			[00330]
1	rn:R04444|R04445		(1.2.1.88)			[00330]
1	rn:R04463		(6.3.5.3)			[00230]
1	rn:R04480		(2.3.1.23)			[00564]
1	rn:R04513		(3.1.3.67)			[00562]
1	rn:R04533	reversible	(2.3.1.85)			[00061]
1	rn:R04534	reversible	(2.3.1.85)			[00061]
1	rn:R04535	reversible	(2.3.1.85)			[00061]
1	rn:R04536	reversible	(2.3.1.85)			[00061]
1	rn:R04537	reversible	(2.3.1.85)			[00061]
1	rn:R04543	reversible	(2.3.1.85)			[00061]
1	rn:R04544	reversible	(2.3.1.85)			[00061]
1	rn:R04545		(2.7.1.153)			[00562]
1	rn:R04559	reversible	(4.3.2.2)			[00230]
1	rn:R04560		(2.1.2.3)			[00230, 00670]
1	rn:R04566	reversible	(2.3.1.85)			[00061]
1	rn:R04568	reversible	(2.3.1.85)			[00061]
1	rn:R04591	reversible	(6.3.2.6)			[00230]
1	rn:R04666		(3.5.1.6)			[00240]
1	rn:R04725	reversible	(1.3.1.104)			[00061]
1	rn:R04725	reversible	(2.3.1.85)			[00061]
1	rn:R04726		(2.3.1.179)			[00061]
1	rn:R04726		(2.3.1.85)			[00061]
1	rn:R04737	reversible	(1.1.1.211)			[00062, 00071]
1	rn:R04737	reversible	(1.1.1.35)			[00062, 00071]
1	rn:R04738	reversible	(4.2.1.17)			[00062, 00071]
1	rn:R04738	reversible	(4.2.1.74)			[00062, 00071]
1	rn:R04739	reversible	(1.1.1.211)			[00062, 00071]
1	rn:R04739	reversible	(1.1.1.35)			[00062, 00071]
1	rn:R04740	reversible	(4.2.1.17)			[00062, 00071]
1	rn:R04740	reversible	(4.2.1.74)			[00062, 00071]
1	rn:R04741	reversible	(1.1.1.211)			[00062, 00071]
1	rn:R04741	reversible	(1.1.1.35)			[00062, 00071]
1	rn:R04742	reversible	(2.3.1.16)			[00062, 00071]
1	rn:R04743	reversible	(1.1.1.211)			[00062, 00071]
1	rn:R04743	reversible	(1.1.1.35)			[00062, 00071]
1	rn:R04744	reversible	(4.2.1.17)			[00062, 00071]
1	rn:R04744	reversible	(4.2.1.74)			[00062, 00071]
1	rn:R04745	reversible	(1.1.1.211)			[00062, 00071]
1	rn:R04745	reversible	(1.1.1.35)			[00062, 00071]
1	rn:R04746	reversible	(4.2.1.17)			[00062, 00071]
1	rn:R04746	reversible	(4.2.1.74)			[00062, 00071]
1	rn:R04747	reversible	(2.3.1.16)			[00062, 00071]
1	rn:R04748	reversible	(1.1.1.211)			[00062, 00071]
1	rn:R04748	reversible	(1.1.1.35)			[00062, 00071]
1	rn:R04749	reversible	(4.2.1.17)			[00062, 00071]
1	rn:R04749	reversible	(4.2.1.74)			[00062, 00071]
1	rn:R04751		(1.3.3.6)			[00071]
1	rn:R04751		(1.3.8.1)			[00071]
1	rn:R04751		(1.3.8.7)			[00071]
1	rn:R04751		(1.3.8.8)			[00071]
1	rn:R04753		(1.3.1.38)			[00062]
1	rn:R04754		(1.3.3.6)			[00071]
1	rn:R04754		(1.3.8.7)			[00071]
1	rn:R04754		(1.3.8.8)			[00071]
1	rn:R04779		(2.7.1.11)			[00010, 00030, 00051]
1	rn:R04780		(3.1.3.11)			[00010, 00030, 00051]
1	rn:R04856		(3.1.6.1)			[00600]
1	rn:R04856		(3.1.6.8)			[00600]
1	rn:R04858		(2.1.1.37)			[00270]
1	rn:R04951		(3.4.11.1)			[00480]
1	rn:R04951		(3.4.11.2)			[00480]
1	rn:R04952		(2.3.1.179)			[00061]
1	rn:R04952		(2.3.1.85)			[00061]
1	rn:R04953	reversible	(2.3.1.85)			[00061]
1	rn:R04954	reversible	(2.3.1.85)			[00061]
1	rn:R04956	reversible	(1.3.1.104)			[00061]
1	rn:R04956	reversible	(2.3.1.85)			[00061]
1	rn:R04957		(2.3.1.179)			[00061]
1	rn:R04957		(2.3.1.85)			[00061]
1	rn:R04959	reversible	(1.3.1.104)			[00061]
1	rn:R04959	reversible	(2.3.1.85)			[00061]
1	rn:R04960		(2.3.1.179)			[00061]
1	rn:R04960		(2.3.1.85)			[00061]
1	rn:R04962	reversible	(1.3.1.104)			[00061]
1	rn:R04962	reversible	(2.3.1.85)			[00061]
1	rn:R04963		(2.3.1.179)			[00061]
1	rn:R04963		(2.3.1.85)			[00061]
1	rn:R04964	reversible	(2.3.1.85)			[00061]
1	rn:R04965	reversible	(2.3.1.85)			[00061]
1	rn:R04967	reversible	(1.3.1.104)			[00061]
1	rn:R04967	reversible	(2.3.1.85)			[00061]
1	rn:R04968		(2.3.1.179)			[00061]
1	rn:R04968		(2.3.1.85)			[00061]
1	rn:R04970	reversible	(1.3.1.104)			[00061]
1	rn:R04970	reversible	(2.3.1.85)			[00061]
1	rn:R05052		(2.6.1.1)			[00330]
1	rn:R05064		(3.1.2.4)			[00280]
1	rn:R05066	reversible	(1.1.1.31)			[00280]
1	rn:R05066	reversible	(1.1.1.35)			[00280]
1	rn:R05795		(2.7.1.154)			[00562]
1	rn:R05802		(2.7.1.150)			[00562]
1	rn:R05803		(2.7.1.149)			[00562]
1	rn:R05916		(2.4.1.198)			[00563]
1	rn:R05917		(3.5.1.89)			[00563]
1	rn:R05918		(-.-.-.-)			[00563]
1	rn:R05919		(-.-.-.-)			[00563]
1	rn:R05920		(-.-.-.-)			[00563]
1	rn:R05921		(-.-.-.-)			[00563]
1	rn:R06171	reversible	(4.1.2.48)			[00260]
1	rn:R06516		(4.1.2.27)			[00600]
1	rn:R06517		(2.3.1.24)			[00600]
1	rn:R06518		(3.5.1.23)			[00600]
1	rn:R06519		(1.14.19.17)			[00600]
1	rn:R06520		(3.1.3.4)			[00600]
1	rn:R06521		(3.1.3.4)			[00600]
1	rn:R06522		(3.1.3.4)			[00600]
1	rn:R06870		(3.1.3.75)			[00564]
1	rn:R06871		(3.1.3.75)			[00564]
1	rn:R06985		(1.3.1.38)			[00062]
1	rn:R07299		(3.1.3.66)			[00562]
1	rn:R07324		(5.5.1.4)			[00521, 00562]
1	rn:R07364		(1.13.11.54)			[00270]
1	rn:R07376		(2.7.8.29)			[00564]
1	rn:R07377		(-.-.-.-)			[00564]
1	rn:R07392		(4.2.1.109)			[00270]
1	rn:R07395		(3.1.3.77)			[00270]
1	rn:R07396		(2.6.1.5)			[00270]
1	rn:R07396		(2.6.1.57)			[00270]
1	rn:R07599		(1.2.4.4)			[00280]
1	rn:R07600		(1.2.4.4)			[00280]
1	rn:R07601		(1.2.4.4)			[00280]
1	rn:R07602		(1.2.4.4)			[00280]
1	rn:R07603		(1.2.4.4)			[00280]
1	rn:R07604		(1.2.4.4)			[00280]
1	rn:R07618	reversible	(1.8.1.4)			[00010, 00020, 00280, 00620, 00640]
1	rn:R08193	reversible	(5.4.2.3)			[00520]
1	rn:R08572		(2.7.1.165)			[00030, 00260, 00561, 00630, 00680]
1	rn:R08639	reversible	(5.4.2.2)			[00500, 00521]
1	rn:R08969	reversible	(2.7.8.27)			[00600]
1	rn:R09076		(1.5.3.16)			[00330, 00410]
1	rn:R09076		(1.5.3.17)			[00330, 00410]
1	rn:R09085		(2.7.1.147)			[00010]
1	rn:R09086	reversible	(2.7.1.147)			[00010]
1	rn:R09532		(3.1.3.80)			[00010]
1	rn:R09827		(3.1.3.86)			[00562]
1	rn:R10221		(1.1.1.343)			[00030]
1	rn:R10507		(-.-.-.-)			[00330, 00332]
1	rn:R10619		(5.1.3.3)			[00052]
1	rn:R10633|R10634		(-.-.-.-)			[]
1	rn:R10928		(3.1.3.95)			[00562]
1	rn:R10991	reversible	(2.6.1.42)			[00270]
1	rn:R10992	reversible	(2.6.1.44)			[00270]
1	rn:R10996		(1.2.4.4)			[00640]
1	rn:R10997		(1.2.4.4)			[00640]
1	rn:R10998		(2.3.1.168)			[00640]
1	rn:R11319		(2.7.4.3)			[00730]
1	rn:R11323		(3.6.1.9)			[00240]
1	rn:R11680		(-.-.-.-)			[00562]
1	rn:R11861		(4.3.2.7)			[00480]
1	rn:R12124		(-.-.-.-)			[00562]
1	rn:R12350	reversible	(-.-.-.-)			[]
1	rn:R12351	reversible	(-.-.-.-)			[]
1	rn:R12356	reversible	(-.-.-.-)			[]
1	rn:R12423		(-.-.-.-)			[]
1	rn:R12424		(-.-.-.-)			[]
1	rn:R12427		(-.-.-.-)			[]
1	rn:R12428		(-.-.-.-)			[]
1	rn:R12432		(-.-.-.-)			[]
1	rn:R12578		(-.-.-.-)			[]
1022	rn:R04996		(1.2.1.5)			[00340]
1023	rn:R04674		(1.4.3.4)			[00340]
1024	rn:R02155		(2.1.1.8)			[00340]
1055	rn:R04881		(2.1.1.6)			[00350]
1056	rn:R02532		(1.4.3.4)			[00350]
1057	rn:R04891|R04892		(1.2.1.5)			[00350]
1058	rn:R04893		(1.4.3.4)			[00350]
1059	rn:R02534		(2.1.1.6)			[00350]
106	rn:R03530	reversible	(2.7.4.6)			[00230]
106	rn:R03531		(3.6.1.66)			[00230]
106	rn:R10235	reversible	(3.6.1.64)			[00230]
1060	rn:R04894		(1.4.3.4)			[00350]
1061	rn:R02920		(2.1.1.6)			[00350]
1062	rn:R02919		(1.4.3.4)			[00350]
1063	rn:R02533		(2.1.1.28)			[00350]
1064	rn:R02535		(1.14.17.1)			[00350]
1065	rn:R03304		(2.1.1.6)			[00350]
112	rn:R03437		(2.3.1.67)			[00565]
112	rn:R03438		(2.3.1.63)			[00565]
112	rn:R04452		(3.1.1.47)			[00565]
112	rn:R07387		(3.1.1.4)			[00565]
1131	rn:R04888|R04889		(1.2.1.5)			[00350]
1132	rn:R04890		(1.4.3.4)			[00350]
1134	rn:R04301		(2.1.1.6)			[00350]
1199	rn:R08965		(-.-.-.-)			[00350]
1200	rn:R03673		(5.3.3.12)			[00350]
1202	rn:R04884		(1.14.18.1)			[00350]
1208	rn:R09959		(4.1.2.50)			[00790]
1211	rn:R11583		(2.8.1.9)			[00790]
1212	rn:R09735		(2.10.1.1)			[00790]
1213	rn:R09726		(2.7.7.75)			[00790]
1214	rn:R09395		(2.8.1.12)			[00790]
1215	rn:R11372		(4.6.1.17)			[00790]
1216	rn:R09394		(4.1.99.22)			[00790]
125	rn:R11375	reversible	(2.4.1.228)			[00601]
125	rn:R11378	reversible	(2.4.1.79)			[00601]
126	rn:R05939		(2.4.1.92)			[00604]
126	rn:R05941		(2.4.1.62)			[00604]
126	rn:R06004		(3.2.1.52)			[00604]
126	rn:R06010		(3.2.1.23)			[00604]
128	rn:R08229	reversible	(2.4.2.3)			[00983]
128	rn:R08230	reversible	(2.4.2.4)			[00983]
1320	rn:R05202		(2.7.1.158)			[00562]
1321	rn:R05801		(2.7.1.151)			[00562]
1322	rn:R05800		(2.7.1.151)			[00562]
1323	rn:R03478		(2.7.1.140)			[00562]
1324	rn:R03429		(2.7.1.159)			[00562]
1325	rn:R06623		(3.1.4.50)			[00563]
1343	rn:R01660		(2.7.1.106)			[00500]
1450	rn:R00888		(4.2.1.47)			[00051]
1459	rn:R05990		(2.4.99.1)			[00510]
1460	rn:R05989		(2.4.1.38)			[00510]
1461	rn:R05988		(2.4.1.68)			[00510]
1462	rn:R05986		(2.4.1.144)			[00510]
1463	rn:R05992		(2.4.1.201)			[00510]
1464	rn:R05991		(2.4.1.155)			[00510]
1465	rn:R05987		(2.4.1.145)			[00510]
1469	rn:R05985		(2.4.1.143)			[00510]
1471	rn:R09323		(3.2.1.52)			[00513]
1475	rn:R09319		(2.4.1.68)			[00513]
1476	rn:R05984		(3.2.1.114)			[00510]
1477	rn:R05983		(2.4.1.101)			[00510]
1478	rn:R05982		(3.2.1.113)			[00510]
1480	rn:R06722		(3.2.1.113)			[00513]
1481	rn:R05981		(3.2.1.84)			[00510]
1482	rn:R05980		(3.2.1.84)			[00510]
1483	rn:R05979		(3.2.1.106)			[00510]
149	rn:R04854	reversible	(1.14.15.6)			[00140]
149	rn:R04855	reversible	(1.14.15.6)			[00140]
150	rn:R01758|R01759	reversible	(-.-.-.-)			[00040]
150	rn:R01758|R01759	reversible	(1.1.1.21)			[00040]
151	rn:R03236|R03237|R03238|R03239	reversible	(-.-.-.-)			[00052]
151	rn:R03236|R03237|R03238|R03239	reversible	(2.7.1.11)			[00052]
152	rn:R03300|R03302	reversible	(-.-.-.-)			[00350]
152	rn:R03300|R03302	reversible	(1.2.1.5)			[00350]
153	rn:R02695|R02697	reversible	(-.-.-.-)			[00350]
153	rn:R02695|R02697	reversible	(1.2.1.5)			[00350]
1634	rn:R02061		(2.5.1.29)			[00900]
1636	rn:R03038		(6.1.1.7)			[00970]
164	rn:R02964		(1.6.5.2)			[00130]
164	rn:R09991		(4.1.1.90)			[00130]
164	rn:R09992		(1.17.4.4)			[00130]
1642	rn:R07978		(1.17.3.2)			[00232]
1643	rn:R07942		(1.17.3.2)			[00232]
1645	rn:R07981		(1.7.3.3)			[00232]
1647	rn:R07945		(1.14.14.1)			[00232]
1649	rn:R07940		(2.3.1.5)			[00232]
165	rn:R03511		(1.17.4.4)			[00130]
165	rn:R03816		(1.6.5.2)			[00130]
165	rn:R05144		(4.1.1.90)			[00130]
1650	rn:R07979		(1.17.3.2)			[00232]
1651	rn:R07977		(1.17.3.2)			[00232]
1653	rn:R08961		(1.14.14.23)			[00140]
1654	rn:R04678		(5.3.3.1)			[00140]
1655	rn:R04678		(1.1.1.145)			[00140]
1658	rn:R04835|R04836		(1.1.1.50)			[00140]
1659	rn:R03713		(1.3.1.3)			[00140]
166.0	rn:R02204		(1.5.3.7)			[00310]
1660	rn:R03263		(1.14.15.4|1.14.15.5)			[00140]
1661	rn:R03262		(1.14.15.5)			[00140]
1663	rn:R04842|R04843		(1.1.1.50)			[00140]
1665	rn:R03848		(1.1.1.146)			[00140]
1666	rn:R03847		(-.-.-.-)			[00140]
1667	rn:R03849		(1.14.14.16)			[00140]
1668	rn:R04852		(1.14.14.19)			[00140]
1669	rn:R02838		(1.14.14.16)			[00140]
167	rn:R00100		(1.6.2.2)			[00520]
167	rn:R01115		(1.14.18.2)			[00520]
167	rn:R01803		(1.14.18.2)			[00520]
1671	rn:R04832|R04833		(1.1.1.50)			[00140]
1672	rn:R02841		(1.3.1.3)			[00140]
1674	rn:R04829|R04830		(1.1.1.50)			[00140]
1675	rn:R02893		(1.3.1.3)			[00140]
1676	rn:R02836		(1.1.1.146)			[00140]
1677	rn:R02834		(-.-.-.-)			[00140]
1678	rn:R02843		(1.14.15.4)			[00140]
1679	rn:R04849		(5.3.3.1)			[00140]
168	rn:R00719		(3.6.1.5)			[00230]
168	rn:R00722	reversible	(2.7.4.6)			[00230]
1680	rn:R04849		(1.1.1.145)			[00140]
1681	rn:R02840		(5.3.3.1)			[00140]
1682	rn:R02840		(1.1.1.145)			[00140]
1683	rn:R04850		(1.14.15.4)			[00140]
1684	rn:R04675		(1.14.14.16)			[00140]
1685	rn:R03329		(1.14.15.4)			[00140]
1686	rn:R03326		(1.14.14.16)			[00140]
1687	rn:R03325		(1.1.1.149)			[00140]
1688	rn:R09515		(1.14.15.16)			[00100]
1689	rn:R03610		(1.14.15.18)			[00100]
169.0	rn:R08243		(-.-.-.-)			[00983]
1690	rn:R09516		(1.14.15.16)			[00100]
1692	rn:R03611		(1.14.14.24)			[00100]
170	rn:R11892		(2.7.4.14)			[00983]
170	rn:R11895		(2.7.4.6)			[00983]
170	rn:R11896		(3.6.1.23)			[00983]
1746	rn:R05556		(2.5.1.87)			[00900]
1747	rn:R09249		(2.5.1.91)			[00900]
175.0	rn:R06528		(3.5.1.23)			[00600]
1927	rn:R02408		(4.4.1.1)			[00270]
1930	rn:R02670		(1.11.1.6)			[00380]
1933	rn:R04171		(2.6.1.7)			[00380]
1934	rn:R04907		(1.4.3.4)			[00380]
1966	rn:R03628		(1.13.11.52)			[00380]
1967	rn:R03629		(1.14.14.1)			[00380]
1968	rn:R03130		(2.1.1.4)			[00380]
1969	rn:R02911		(2.3.1.87)			[00380]
1970	rn:R02909		(1.13.11.52)			[00380]
1971	rn:R04905		(2.1.1.4)			[00380]
1973	rn:R04903		(1.2.1.3)			[00380]
1974	rn:R04904		(1.2.3.1)			[00380]
1975	rn:R02908		(1.4.3.4)			[00380]
1976	rn:R02910		(2.1.1.49)			[00380]
1977	rn:R02701		(4.1.1.28)			[00380]
1978	rn:R04908		(1.4.3.4)			[00380]
1979	rn:R04909		(4.1.1.28)			[00380]
1981	rn:R04911		(3.5.1.9)			[00380]
1982	rn:R02702		(1.13.11.52)			[00380]
1983	rn:R01814		(1.14.16.4)			[00380]
1985	rn:R02174		(2.1.1.49)			[00380]
2006	rn:R01956		(2.6.1.7)			[00380]
2016	rn:R09979		(5.1.99.1)			[00630]
2025	rn:R03415		(3.3.2.2)			[00565]
2026	rn:R07111		(3.3.2.10)			[00590]
2027	rn:R07052		(1.14.14.1)			[00590]
2028	rn:R07110		(3.3.2.10)			[00590]
2029	rn:R07051		(1.14.14.1)			[00590]
203	rn:R04215	reversible	(2.7.7.43)			[00520]
2030	rn:R07109		(3.3.2.10)			[00590]
2031	rn:R07050		(1.14.14.1)			[00590]
2032	rn:R07108		(3.3.2.10)			[00590]
2033	rn:R07048		(1.14.14.1)			[00590]
2034	rn:R07054		(1.14.14.1)			[00590]
2035	rn:R07053		(-.-.-.-)			[00590]
2036	rn:R07038		(-.-.-.-)			[00590]
2037	rn:R07041		(1.14.15.3)			[00590]
2040	rn:R07046		(1.14.14.1)			[00590]
2046	rn:R01596		(1.13.11.31)			[00590]
2047	rn:R07044		(1.14.14.1)			[00590]
2048	rn:R07042		(1.14.14.1)			[00590]
2049	rn:R07045		(1.14.14.1)			[00590]
2050	rn:R07043		(1.14.14.1)			[00590]
2052	rn:R07035		(1.11.1.9)			[00590]
2053	rn:R01593		(1.13.11.33)			[00590]
2056	rn:R07056		(1.14.14.1)			[00591]
2057	rn:R03626		(1.13.11.12)			[00591]
2058	rn:R03626		(1.13.11.33)			[00591]
2068	rn:R07064		(3.1.1.4)			[00591]
207	rn:R03479	reversible	(2.7.1.134)			[00562]
2073	rn:R07888		(1.3.3.6)			[00592]
2079	rn:R07861		(-.-.-.-)			[00592]
2085	rn:R07859		(3.1.1.4)			[00592]
2086	rn:R07860		(3.1.1.32)			[00592]
2087	rn:R07034		(1.11.1.9)			[00590]
2088	rn:R03866		(1.14.13.30)			[00590]
2089	rn:R03057		(3.3.2.6)			[00590]
2093	rn:R09875		(3.4.19.14)			[00590]
2094	rn:R03059		(4.4.1.20)			[00590]
2095	rn:R03058		(1.13.11.34)			[00590]
2096	rn:R01595		(1.13.11.34)			[00590]
2099	rn:R02267		(5.3.99.4)			[00590]
2101	rn:R02581		(1.1.1.184)			[00590]
2102	rn:R02581		(1.1.1.189)			[00590]
2106	rn:R02265		(5.3.99.3)			[00590]
2109	rn:R02268		(5.3.99.5)			[00590]
2110	rn:R02799		(1.1.1.188)			[00590]
2114	rn:R02266		(5.3.99.2)			[00590]
2115	rn:R09506		(1.11.1.20)			[00590]
2116	rn:R00073		(1.14.99.1)			[00590]
2117	rn:R01590		(1.14.99.1)			[00590]
2118	rn:R07046		(1.14.15.3)			[00590]
2119	rn:R02030		(2.7.8.41)			[00564]
2124	rn:R05105		(2.8.2.11)			[00600]
2126	rn:R06526		(1.14.18.5)			[00600]
2150	rn:R04920		(2.7.8.1)			[00440]
2151	rn:R04247		(2.7.7.14)			[00440]
2153	rn:R04922		(2.7.8.2)			[00440]
2154	rn:R02590		(2.7.7.15)			[00440]
2164	rn:R10677		(6.3.1.17)			[00250]
220	rn:R07055	reversible	(1.14.14.1)			[00591]
221.0	rn:R09037		(-.-.-.-)			[00564]
233	rn:R04756	reversible	(5.3.3.8)			[00071]
238	rn:R07619	reversible	(-.-.-.-)			[00515]
240	rn:R07811	reversible	(3.2.1.166)			[00531]
250	rn:R08382|R08383	reversible	(-.-.-.-)			[00830]
2515	rn:R03953		(1.11.1.8)			[00350]
2516	rn:R03208		(1.11.1.8)			[00350]
2517	rn:R03973		(1.11.1.8)			[00350]
2518	rn:R03539		(1.11.1.8)			[00350]
2560	rn:R02918		(6.1.1.1)			[00970]
258	rn:R08259		(2.4.1.17)			[00983]
258	rn:R08260		(3.2.1.31)			[00983]
2604	rn:R03161		(2.7.1.52)			[00051]
2606	rn:R03688		(4.2.1.68)			[00051]
2617	rn:R01923		(2.3.1.21)			[00071]
2634	rn:R08955		(1.1.1.213)			[00140]
2635	rn:R08954		(1.3.1.22)			[00140]
2636	rn:R03851		(1.14.15.4)			[00140]
2637	rn:R04163		(5.3.3.1)			[00140]
2638	rn:R04163		(1.1.1.145)			[00140]
2639	rn:R03784		(1.14.14.16)			[00140]
2640	rn:R08943		(1.14.14.29)			[00140]
2641	rn:R08942		(3.1.6.2)			[00140]
2642	rn:R08978		(2.8.2.2)			[00140]
2643	rn:R03783		(1.14.14.19)			[00140]
2644	rn:R02213		(1.14.14.16)			[00140]
2646	rn:R02207|R02209		(1.1.1.149)			[00140]
2647	rn:R02218		(1.14.15.4)			[00140]
2649	rn:R04845|R04846		(1.1.1.50)			[00140]
2650	rn:R08959		(1.1.1.149)			[00140]
2651	rn:R08957		(1.1.1.213)			[00140]
2652	rn:R08960		(1.1.1.213)			[00140]
2653	rn:R08958		(1.1.1.149)			[00140]
2654	rn:R02208		(1.3.1.22)			[00140]
2655	rn:R02211		(1.14.14.19)			[00140]
2656	rn:R03933		(1.14.15.6)			[00140]
2657	rn:R04840		(1.1.1.146)			[00140]
2658	rn:R04837|R04838		(1.1.1.50)			[00140]
2659	rn:R00961		(3.6.1.5)			[00230]
2660	rn:R00720		(3.6.1.8)			[00230]
2661	rn:R00961		(3.6.1.6)			[00230]
2662	rn:R00961		(3.6.1.64)			[00230]
2664	rn:R02720		(3.6.1.66)			[00230]
2668	rn:R02805		(3.6.1.17)			[00230]
2670	rn:R01054		(3.6.1.13)			[00230]
2673	rn:R00187		(3.6.1.29)			[00230]
2682	rn:R00969		(3.6.1.17)			[00240]
2689	rn:R02397		(1.14.11.1)			[00310]
2690	rn:R03283		(1.2.1.47)			[00310]
2691	rn:R03283		(1.2.1.3)			[00310]
2693	rn:R03451		(1.14.11.8)			[00310]
2695	rn:R04867		(2.1.1.60)			[00310]
2697	rn:R04867		(2.1.1.43)			[00310]
2698	rn:R04866		(2.1.1.60)			[00310]
2700	rn:R04866		(2.1.1.43)			[00310]
2701	rn:R03875		(2.1.1.43)			[00310]
2702	rn:R03380		(2.4.1.50)			[00310]
2703	rn:R03875		(2.1.1.60)			[00310]
2705	rn:R03376		(1.14.11.4)			[00310]
2706	rn:R10270		(4.2.3.134)			[00310]
2707	rn:R03378		(2.7.1.81)			[00310]
2708	rn:R04374		(4.2.1.77)			[00330]
2710	rn:R00135		(3.4.11.5)			[00330]
2880	rn:R02467		(1.13.11.19)			[00430]
2882	rn:R08224		(2.9.1.2)			[00450]
2883	rn:R03595		(2.7.9.3)			[00450]
2884	rn:R03599		(4.4.1.16)			[00450]
2885	rn:R04770		(4.4.1.11)			[00450]
2886	rn:R04770		(4.4.1.1)			[00450]
2887	rn:R09365		(2.1.1.13|2.1.1.14)			[00450]
2888	rn:R04941		(4.4.1.8)			[00450]
2893	rn:R09366		(4.4.1.13)			[00450]
2894	rn:R09373		(-.-.-.-)			[00450]
2895	rn:R08223		(2.7.1.164)			[00450]
2896	rn:R04929		(2.7.7.4)			[00450]
2897	rn:R09366		(4.4.1.1)			[00450]
2899	rn:R09372		(1.8.1.9)			[00450]
2902	rn:R07628		(-.-.-.-)			[00512]
2903	rn:R05910		(2.4.1.148)			[00512]
2904	rn:R05915		(2.4.1.148)			[00512]
2905	rn:R05910		(2.4.1.102)			[00512]
2906	rn:R05914		(2.4.99.3)			[00512]
2907	rn:R05911		(2.4.99.3)			[00512]
2908	rn:R05913		(2.4.99.4)			[00512]
2909	rn:R05909		(2.4.1.147)			[00512]
2910	rn:R05912		(2.4.1.102)			[00512]
2911	rn:R05908		(2.4.1.122)			[00512]
2912	rn:R05907		(2.4.1.41)			[00512]
2913	rn:R11407		(2.4.1.312)			[00515]
2914	rn:R07621		(-.-.-.-)			[00515]
2915	rn:R07620		(2.4.1.109)			[00515]
2916	rn:R03920		(2.7.1.1)			[00520]
2945	rn:R07819		(3.1.6.14)			[00531]
2946	rn:R07818		(3.2.1.31)			[00531]
2948	rn:R07816		(3.2.1.50)			[00531]
2949	rn:R07815		(2.3.1.78)			[00531]
2950	rn:R07814		(3.10.1.1)			[00531]
2951	rn:R07813		(3.2.1.76)			[00531]
2952	rn:R07812		(3.1.6.13)			[00531]
2953	rn:R07809		(3.2.1.52)			[00531]
2954	rn:R07808		(3.1.6.14)			[00531]
2955	rn:R07810		(3.2.1.52)			[00531]
2956	rn:R07807		(3.2.1.23)			[00531]
2957	rn:R07806		(3.1.6.4)			[00531]
2959	rn:R07824		(3.2.1.35)			[00531]
2960	rn:R07823		(3.1.6.12)			[00531]
2961	rn:R07825		(3.2.1.35)			[00531]
2962	rn:R07822		(3.2.1.76)			[00531]
2963	rn:R07821		(3.1.6.13)			[00531]
2965	rn:R10830		(3.2.1.31)			[00531]
2966	rn:R10905		(3.2.1.35)			[00531]
2967	rn:R05932		(2.4.1.175)			[00532]
2968	rn:R05931		(2.4.1.226)			[00532]
2969	rn:R05929		(2.4.1.174)			[00532]
2970	rn:R05936		(2.4.1.224)			[00534]
