MBB.Id	reaction	Reversible	E.C.number	ko	E.C.num_gene
2971	rn:R05935		(2.4.1.225)			[00534]
2972	rn:R05930		(2.4.1.223)			[00534]
2973	rn:R05928		(2.4.1.135)			[00532]
2974	rn:R05927		(2.4.1.134)			[00532]
2975	rn:R05926		(2.4.1.133)			[00532]
2976	rn:R05925		(2.4.2.26)			[00532]
2977	rn:R04104		(5.1.3.19)			[00532]
2979	rn:R03330		(3.1.3.64)			[00562]
2982	rn:R09036		(-.-.-.-)			[00564]
2983	rn:R09035		(-.-.-.-)			[00564]
2985	rn:R02745		(3.3.2.2)			[00565]
2992	rn:R07896		(1.3.3.6)			[00592]
2993	rn:R07892		(1.3.3.6)			[00592]
2995	rn:R07899		(2.3.1.16)			[00592]
2996	rn:R07895		(2.3.1.16)			[00592]
2998	rn:R07891		(2.3.1.16)			[00592]
2999	rn:R04018		(3.2.1.18)			[00600]
3000	rn:R06230		(2.4.1.152)			[00601]
3001	rn:R06224		(2.4.1.152)			[00601]
3002	rn:R06224		(2.4.1.65)			[00601]
3003	rn:R06222		(2.4.1.152)			[00601]
3004	rn:R06227		(2.4.1.152)			[00601]
3005	rn:R06221		(2.4.1.152)			[00601]
3006	rn:R06221		(2.4.1.65)			[00601]
3007	rn:R06222		(2.4.1.65)			[00601]
3008	rn:R06230		(2.4.1.65)			[00601]
3009	rn:R06227		(2.4.1.65)			[00601]
3011	rn:R06038		(2.4.1.152)			[00601]
3012	rn:R06038		(2.4.1.65)			[00601]
3013	rn:R06037		(2.4.99.6)			[00601]
3015	rn:R06039		(2.4.1.152)			[00601]
3016	rn:R06039		(2.4.1.65)			[00601]
3018	rn:R05974		(2.4.1.149)			[00601]
3020	rn:R06189		(2.4.1.150)			[00601]
3021	rn:R06076		(2.4.1.152)			[00601]
3022	rn:R06076		(2.4.1.65)			[00601]
3023	rn:R06191		(2.4.1.40)			[00601]
3024	rn:R06041		(2.4.1.69)			[00601]
3026	rn:R06193		(2.4.1.40)			[00601]
3027	rn:R06190		(2.4.1.37)			[00601]
3028	rn:R06035		(2.4.1.69)			[00601]
3029	rn:R06033		(-.-.-.-)			[00601]
3030	rn:R06025		(2.4.1.152)			[00601]
3031	rn:R06025		(2.4.1.65)			[00601]
3033	rn:R06075		(2.4.1.65)			[00601]
3034	rn:R06032		(2.4.99.8)			[00601]
3035	rn:R06026		(2.4.99.6)			[00601]
3036	rn:R05975		(2.4.1.149)			[00601]
3037	rn:R06027		(2.4.1.69)			[00601]
3038	rn:R05978		(2.4.1.87)			[00601]
3039	rn:R06095		(2.4.1.152)			[00601]
3040	rn:R06095		(2.4.1.65)			[00601]
3041	rn:R06029		(2.4.1.37)			[00601]
3042	rn:R06197		(2.4.1.40)			[00601]
3043	rn:R06031		(2.4.1.69)			[00601]
3045	rn:R06187		(2.4.1.40)			[00601]
3046	rn:R06024		(2.4.1.69)			[00601]
3047	rn:R05977		(2.4.1.275)			[00601]
3048	rn:R06164		(2.4.1.65)			[00601]
3049	rn:R06168		(2.4.1.37)			[00601]
3050	rn:R06163		(2.4.1.65)			[00601]
3051	rn:R06162		(2.4.1.65)			[00601]
3052	rn:R06167		(2.4.1.40)			[00601]
3053	rn:R06156		(2.4.1.69)			[00601]
3054	rn:R06170		(2.4.1.69)			[00601]
3055	rn:R06169		(2.4.1.87)			[00601]
3056	rn:R06155		(2.4.1.65)			[00601]
3057	rn:R06165		(2.4.1.65)			[00601]
3058	rn:R06153		(2.4.99.6)			[00601]
3059	rn:R06153		(2.4.99.4)			[00601]
3060	rn:R06006		(2.4.1.86)			[00601]
3061	rn:R05971		(2.4.1.206)			[00601]
3064	rn:R05953		(2.4.1.62)			[00604]
3065	rn:R05952		(2.4.1.92)			[00604]
3066	rn:R05947		(2.4.99.8)			[00604]
3067	rn:R05950		(-.-.-.-)			[00604]
3068	rn:R05951		(-.-.-.-)			[00604]
3069	rn:R05949		(2.4.99.4)			[00604]
3070	rn:R05948		(2.4.1.62)			[00604]
3071	rn:R05946		(2.4.1.92)			[00604]
3072	rn:R05940		(2.4.99.8)			[00604]
3073	rn:R05945		(-.-.-.-)			[00604]
3074	rn:R05943		(-.-.-.-)			[00604]
3075	rn:R05942		(2.4.99.4)			[00604]
3077	rn:R05937		(2.4.99.9)			[00604]
3078	rn:R05958		(-.-.-.-)			[00604]
3079	rn:R05959		(2.4.99.7)			[00604]
3080	rn:R05957		(2.4.99.4)			[00604]
3081	rn:R05956		(2.4.1.62)			[00604]
3082	rn:R05938		(2.4.1.92)			[00604]
3306	rn:R07104		(1.2.1.5)			[00980]
3307	rn:R07107		(-.-.-.-)			[00980]
3308	rn:R07100		(2.5.1.18)			[00980]
3309	rn:R07098		(1.14.14.1)			[00980]
342	rn:R08157		(3.1.2.21)			[00061]
343	rn:R08158		(3.1.2.21)			[00061]
3433	rn:R00009		(1.11.1.6)			[00630]
3463	rn:R00935		(1.2.1.27)			[00640]
347	rn:R04014		(3.1.2.21)			[00061]
348	rn:R08159		(2.3.1.85)			[00061]
35.0	rn:R05960	reversible	(2.4.1.228)			[00603]
35.0	rn:R05961	reversible	(3.2.1.22)			[00603]
35.0	rn:R05962	reversible	(2.4.1.179)			[00603]
35.0	rn:R05962	reversible	(2.4.1.79)			[00603]
35.0	rn:R05963	reversible	(3.2.1.52)			[00603]
35.0	rn:R05964	reversible	(-.-.-.-)			[00603]
35.0	rn:R05965	reversible	(2.4.1.88)			[00603]
35.0	rn:R05966	reversible	(3.2.1.49)			[00603]
35.0	rn:R05967	reversible	(2.4.99.4)			[00603]
35.0	rn:R05968	reversible	(2.4.1.69)			[00603]
35.0	rn:R11320	reversible	(2.4.1.87)			[00603]
35.0	rn:R11321	reversible	(2.4.1.179)			[00603]
35.0	rn:R11321	reversible	(2.4.1.79)			[00603]
35.0	rn:R11322	reversible	(2.4.1.88)			[00603]
35.0	rn:R11376	reversible	(2.4.1.228)			[00603]
35.0	rn:R11377	reversible	(2.4.1.228)			[00603]
35.0	rn:R11379	reversible	(2.4.1.79)			[00603]
35.1	rn:R05904	reversible	(2.4.1.152)			[00603]
3520	rn:R04391		(2.7.1.33)			[00770]
3525	rn:R07771		(-.-.-.-)			[00785]
3526	rn:R07770		(-.-.-.-)			[00785]
3550	rn:R08392		(1.14.14.1)			[00830]
3551	rn:R08390		(1.14.14.1)			[00830]
3552	rn:R08391		(1.14.14.1)			[00830]
3553	rn:R02902		(2.4.1.17)			[00830]
3554	rn:R02123		(1.2.1.36)			[00830]
3555	rn:R02125		(1.2.3.1)			[00830]
3556	rn:R07163		(1.3.99.23)			[00830]
3557	rn:R11952		(1.14.19.53)			[00830]
3558	rn:R00032		(1.13.11.63)			[00830]
3559	rn:R08384		(1.2.3.1)			[00830]
3560	rn:R08385		(1.2.1.36)			[00830]
3561	rn:R07268		(2.5.1.17)			[00860]
3562	rn:R01492		(2.5.1.17)			[00860]
362	rn:R07762		(2.3.1.179)			[00061]
370	rn:R08107		(-.-.-.-)			[00563]
371	rn:R05922		(-.-.-.-)			[00563]
3732	rn:R01931		(2.8.1.1)			[00920]
376	rn:R06525		(1.14.18.5)			[00600]
377	rn:R04034		(3.1.1.32)			[00564]
3770	rn:R03905		(6.3.5.7)			[00970]
3771	rn:R04212		(6.3.5.6)			[00970]
3772	rn:R07085		(1.14.14.1)			[00980]
3773	rn:R07087		(1.14.14.1)			[00980]
3775	rn:R07094		(2.5.1.18)			[00980]
3777	rn:R07092		(2.5.1.18)			[00980]
3778	rn:R07089		(-.-.-.-)			[00980]
378	rn:R01348		(1.14.14.80)			[00071]
3781	rn:R07075		(-.-.-.-)			[00980]
3784	rn:R07116		(2.5.1.18)			[00980]
3787	rn:R07113		(2.5.1.18)			[00980]
3788	rn:R07112		(-.-.-.-)			[00980]
3789	rn:R07070		(2.5.1.18)			[00980]
3790	rn:R07084		(2.5.1.18)			[00980]
3791	rn:R07083		(2.5.1.18)			[00980]
3792	rn:R07082		(3.3.2.9)			[00980]
3793	rn:R07091		(2.5.1.18)			[00980]
3794	rn:R07093		(2.5.1.18)			[00980]
3796	rn:R07002		(2.5.1.18)			[00980]
3797	rn:R07069		(2.5.1.18)			[00980]
3798	rn:R07015		(1.3.1.20)			[00980]
3799	rn:R07027		(3.3.2.9)			[00980]
3816	rn:R09425		(1.14.14.1)			[00980]
3819	rn:R09424		(1.14.14.1)			[00980]
3821	rn:R09423		(1.14.14.1)			[00980]
3825	rn:R09421		(1.14.14.1)			[00980]
3826	rn:R09443		(3.3.2.9)			[00980]
3829	rn:R09420		(1.1.1.184)			[00980]
3830	rn:R09420		(1.3.1.20)			[00980]
3831	rn:R09420		(1.1.1.146)			[00980]
3832	rn:R09444		(2.8.2.14)			[00980]
3833	rn:R09418		(1.14.14.1)			[00980]
3834	rn:R09417		(3.3.2.9)			[00980]
3835	rn:R09416		(1.14.14.1)			[00980]
3836	rn:R09441		(-.-.-.-)			[00980]
3837	rn:R09442		(1.14.14.1)			[00980]
3838	rn:R07088		(-.-.-.-)			[00980]
3840	rn:R07090		(-.-.-.-)			[00980]
3841	rn:R07079|R07080|R07081		(-.-.-.-)			[00980]
3842	rn:R07079|R07080|R07081		(1.14.14.1)			[00980]
3843	rn:R07000|R07001		(-.-.-.-)			[00980]
3844	rn:R07000|R07001		(1.14.14.1)			[00980]
3845	rn:R07022|R07021		(-.-.-.-)			[00980]
3846	rn:R08274		(-.-.-.-)			[00982]
3847	rn:R08266		(1.14.13.8)			[00982]
3848	rn:R08272		(-.-.-.-)			[00982]
3849	rn:R08270		(1.14.14.1)			[00982]
3850	rn:R08268		(-.-.-.-)			[00982]
3851	rn:R08271		(-.-.-.-)			[00982]
3852	rn:R08269		(-.-.-.-)			[00982]
3853	rn:R08267		(1.14.14.1)			[00982]
3860	rn:R08293		(1.14.14.1)			[00982]
3862	rn:R08294		(1.14.14.1)			[00982]
3864	rn:R08277		(-.-.-.-)			[00982]
3870	rn:R08285		(-.-.-.-)			[00982]
3871	rn:R08276		(-.-.-.-)			[00982]
3872	rn:R08280		(2.5.1.18)			[00982]
3873	rn:R08281		(1.1.1.1)			[00982]
3875	rn:R08282|R08283		(1.2.1.5)			[00982]
3877	rn:R08275		(-.-.-.-)			[00982]
3878	rn:R08262		(2.4.1.17)			[00982]
3880	rn:R08263		(2.4.1.17)			[00982]
3881	rn:R03697		(1.14.14.1)			[00982]
3882	rn:R08261		(2.4.1.17)			[00982]
3883	rn:R08307		(1.2.1.5)			[00982]
3885	rn:R08310		(1.1.1.1)			[00982]
3886	rn:R08306		(1.1.1.1)			[00982]
3888	rn:R08340		(-.-.-.-)			[00982]
3889	rn:R08339		(-.-.-.-)			[00982]
3890	rn:R08342		(-.-.-.-)			[00982]
3891	rn:R08341		(-.-.-.-)			[00982]
3893	rn:R08312		(1.14.14.1)			[00982]
3894	rn:R08349		(1.2.3.1)			[00982]
3895	rn:R08348		(1.4.3.4)			[00982]
3896	rn:R08345		(1.14.14.1)			[00982]
3897	rn:R08347		(1.4.3.4)			[00982]
3898	rn:R08343		(1.14.14.1)			[00982]
3899	rn:R08344		(1.14.14.1)			[00982]
3900	rn:R08346		(1.4.3.4)			[00982]
3905	rn:R08318		(-.-.-.-)			[00982]
3907	rn:R08303		(-.-.-.-)			[00982]
3908	rn:R08304		(-.-.-.-)			[00982]
3913	rn:R08264		(-.-.-.-)			[00982]
3914	rn:R08313		(-.-.-.-)			[00982]
3917	rn:R08327		(-.-.-.-)			[00982]
3922	rn:R08238		(2.4.2.8)			[00983]
3923	rn:R08236		(2.1.1.67)			[00983]
3924	rn:R08239		(2.1.1.67)			[00983]
3925	rn:R08246		(2.1.1.67)			[00983]
3926	rn:R08244		(6.3.5.2)			[00983]
3927	rn:R08240		(1.1.1.205)			[00983]
3928	rn:R08237		(2.4.2.8)			[00983]
3929	rn:R08245		(2.4.2.8)			[00983]
3930	rn:R08235		(1.17.3.2)			[00983]
3932	rn:R08249		(3.1.1.1)			[00983]
3933	rn:R08248		(2.3.1.5)			[00983]
3934	rn:R08228		(3.5.1.6)			[00983]
3935	rn:R08227		(3.5.2.2)			[00983]
3936	rn:R08226		(1.3.1.2)			[00983]
3937	rn:R11893		(1.17.4.1)			[00983]
3938	rn:R11894		(2.7.4.6)			[00983]
3939	rn:R11891		(2.7.4.14)			[00983]
3940	rn:R08231		(2.4.2.10)			[00983]
3941	rn:R08233		(2.7.1.21)			[00983]
3942	rn:R08232		(2.7.1.48)			[00983]
3943	rn:R08225		(-.-.-.-)			[00983]
3947	rn:R08222		(2.4.2.4)			[00983]
3948	rn:R08221		(3.5.4.5)			[00983]
3949	rn:R08220		(3.1.1.1)			[00983]
3950	rn:R08255		(3.1.1.1)			[00983]
3951	rn:R08258		(3.1.1.1)			[00983]
3953	rn:R11906		(1.11.1.21)			[00983]
3954	rn:R11906		(1.11.2.2)			[00983]
3955	rn:R08251		(3.1.1.1)			[00983]
3958	rn:R08174		(3.1.2.2)			[01040]
3959	rn:R08176		(3.1.2.2)			[01040]
3969	rn:R08175		(3.1.2.2)			[01040]
3970	rn:R08177		(3.1.2.2)			[01040]
3971	rn:R08183		(3.1.2.2)			[01040]
3972	rn:R08182		(3.1.2.2)			[01040]
3973	rn:R08181		(3.1.2.2)			[01040]
3974	rn:R08180		(3.1.2.2)			[01040]
3975	rn:R08179		(3.1.2.2)			[01040]
3976	rn:R08178		(3.1.2.2)			[01040]
3977	rn:R07933		(1.14.19.3)			[01040]
3978	rn:R11110		(1.14.19.3)			[01040]
3979	rn:R11111		(1.14.19.3)			[01040]
3980	rn:R11059		(1.14.19.44)			[01040]
3981	rn:R03814		(1.14.19.3)			[01040]
3982	rn:R11060		(1.14.19.44)			[01040]
40.0	rn:R01004		(3.6.1.43)			[00510]
40.0	rn:R01005		(2.4.1.117)			[00510]
40.0	rn:R01009		(2.4.1.83)			[00510]
40.0	rn:R05969		(2.7.8.15)			[00510]
40.0	rn:R05970		(2.4.1.141)			[00510]
40.0	rn:R05972		(2.4.1.142)			[00510]
40.0	rn:R05973		(2.4.1.132)			[00510]
40.0	rn:R05976		(2.4.99.18)			[00510]
40.0	rn:R06127		(2.4.1.131)			[00510]
40.0	rn:R06128		(2.4.1.131)			[00510]
40.0	rn:R06238		(2.4.1.257)			[00510]
40.0	rn:R06258		(2.4.1.258)			[00510]
40.0	rn:R06259		(2.4.1.259)			[00510]
40.0	rn:R06260		(2.4.1.260)			[00510]
40.0	rn:R06261		(2.4.1.261)			[00510]
40.0	rn:R06262		(2.4.1.267)			[00510]
40.0	rn:R06263		(2.4.1.265)			[00510]
40.0	rn:R06264		(2.4.1.256)			[00510]
40.1	rn:R01018		(2.7.1.108)			[00510]
409	rn:R07380		(-.-.-.-)			[00565]
41.0	rn:R02124	reversible	(1.1.1.1)			[00830]
41.0	rn:R02124	reversible	(1.1.1.105)			[00830]
41.0	rn:R02124|R08379	reversible	(-.-.-.-)			[00830]
41.0	rn:R02368		(-.-.-.-)			[00830]
41.0	rn:R08387		(2.3.1.135)			[00830]
41.1	rn:R03048|R08380	reversible	(-.-.-.-)			[00830]
41.2	rn:R08381		(2.3.1.76)			[00830]
41.3	rn:R08389		(2.3.1.135)			[00830]
41.4	rn:R08388		(3.1.1.64)			[00830]
411	rn:R04571		(1.14.99.19)			[00565]
412	rn:R06364		(2.7.8.1)			[00565]
413	rn:R07389		(2.7.8.2)			[00565]
414	rn:R10805		(2.8.2.11)			[00565]
415	rn:R10804		(2.4.1.47)			[00565]
416	rn:R04162		(3.1.3.4)			[00565]
419	rn:R04321		(2.7.8.2)			[00565]
423	rn:R04311		(2.5.1.26)			[00565]
43.0	rn:R02350		(2.8.2.4)			[00140]
43.2	rn:R02350		(2.8.2.15)			[00140]
431	rn:R10994		(6.3.2.3)			[00270]
432	rn:R10993		(6.3.2.2)			[00270]
4381	rn:R12702		(-.-.-.-)			[]
4384	rn:R00390		(-.-.-.-)			[]
4385	rn:R05188		(-.-.-.-)			[]
4386	rn:R04818|R04819		(-.-.-.-)			[00120]
4387	rn:R04824|R04825		(-.-.-.-)			[00120]
4388	rn:R04835|R04836		(-.-.-.-)			[00140]
4389	rn:R08945|R08980		(-.-.-.-)			[00140]
4390	rn:R04309|R04310		(-.-.-.-)			[00140]
4391	rn:R02476|R02477		(-.-.-.-)			[00140]
4392	rn:R03406|R03407		(-.-.-.-)			[00140]
4393	rn:R04832|R04833		(-.-.-.-)			[00140]
4394	rn:R04829|R04830		(-.-.-.-)			[00140]
4395	rn:R02207|R02209		(-.-.-.-)			[00140]
4396	rn:R04845|R04846		(-.-.-.-)			[00140]
4397	rn:R12405		(-.-.-.-)			[]
4398	rn:R12404		(-.-.-.-)			[]
4399	rn:R12403		(-.-.-.-)			[]
4400	rn:R12323		(-.-.-.-)			[]
4402	rn:R12479		(-.-.-.-)			[]
4403	rn:R06722		(-.-.-.-)			[00513]
4407	rn:R02391|R02393		(-.-.-.-)			[00860]
4411	rn:R01478		(-.-.-.-)			[00040]
4412	rn:R12298		(-.-.-.-)			[]
4413	rn:R12297		(-.-.-.-)			[]
4414	rn:R12296		(-.-.-.-)			[]
4415	rn:R12244		(-.-.-.-)			[]
4416	rn:R12295		(-.-.-.-)			[]
4417	rn:R12294		(-.-.-.-)			[]
4419	rn:R12293		(-.-.-.-)			[]
4420	rn:R12292		(-.-.-.-)			[]
4421	rn:R12173		(-.-.-.-)			[]
4423	rn:R12300		(-.-.-.-)			[]
4424	rn:R08771		(-.-.-.-)			[00130]
4425	rn:R08770		(-.-.-.-)			[00130]
4426	rn:R05000		(-.-.-.-)			[00130]
4427	rn:R12657		(-.-.-.-)			[]
4428	rn:R04891|R04892		(-.-.-.-)			[00350]
4429	rn:R04888|R04889		(-.-.-.-)			[00350]
4430	rn:R12067		(-.-.-.-)			[]
4431	rn:R09737		(-.-.-.-)			[]
4432	rn:R04842|R04843		(-.-.-.-)			[00140]
4434	rn:R04837|R04838		(-.-.-.-)			[00140]
4435	rn:R07410|R07407		(-.-.-.-)			[00760]
4436	rn:R01933		(-.-.-.-)			[00380]
4437	rn:R03102|R03103		(-.-.-.-)			[00310]
4443	rn:R12299		(-.-.-.-)			[]
4444	rn:R12705		(-.-.-.-)			[]
4445	rn:R12704		(-.-.-.-)			[]
4448	rn:R12450		(-.-.-.-)			[]
4449	rn:R12184		(-.-.-.-)			[]
4451	rn:R08282|R08283		(-.-.-.-)			[00982]
4452	rn:R12172		(-.-.-.-)			[]
4453	rn:R12167		(-.-.-.-)			[]
4454	rn:R12169		(-.-.-.-)			[]
4455	rn:R12168		(-.-.-.-)			[]
4456	rn:R12170		(-.-.-.-)			[]
4457	rn:R12171		(-.-.-.-)			[]
45	rn:R02352|R02353	reversible	(-.-.-.-)			[00140]
45	rn:R02352|R02353	reversible	(1.1.1.51)			[00140]
45	rn:R02352|R02353	reversible	(1.1.1.62)			[00140]
45	rn:R02356	reversible	(1.14.14.1)			[00140]
45	rn:R03089		(1.14.14.1)			[00140]
45	rn:R04681|R04682	reversible	(-.-.-.-)			[00140]
45	rn:R04681|R04682	reversible	(1.1.1.62)			[00140]
47.0	rn:R00310		(4.99.1.1)			[00860]
47.0	rn:R00311	reversible	(1.14.14.18)			[00860]
47.1	rn:R11329		(4.99.1.9)			[00860]
47.2	rn:R02391|R02393		(1.3.1.24)			[00860]
470	rn:R07769		(2.3.1.181)			[00785]
471	rn:R07768		(2.8.1.8)			[00785]
472	rn:R07767		(2.8.1.8)			[00785]
473	rn:R07766		(2.3.1.181)			[00785]
474	rn:R07162		(1.3.1.38)			[00062]
476	rn:R00391		(2.3.1.16)			[00062]
480	rn:R08250		(2.3.1.5)			[00983]
502	rn:R09407		(1.14.14.1)			[00980]
503	rn:R09404		(1.14.14.1)			[00980]
504	rn:R09406		(1.14.14.1)			[00980]
505	rn:R09405		(1.14.14.1)			[00980]
506	rn:R09409		(2.5.1.18)			[00980]
507	rn:R09410		(3.3.2.9)			[00980]
508	rn:R09408		(1.14.14.1)			[00980]
52.0	rn:R07099	reversible	(1.14.14.1)			[00980]
52.1	rn:R07106	reversible	(2.4.1.17)			[00980]
52.2	rn:R07105		(1.1.1.1)			[00980]
56.0	rn:R04413		(2.3.1.121)			[00565]
56.0	rn:R07379		(3.1.1.4)			[00565]
56.0	rn:R07384	reversible	(2.7.8.1)			[00565]
56.1	rn:R07388		(3.1.4.39)			[00565]
56.2	rn:R07385		(3.1.4.4)			[00565]
573	rn:R08359		(2.5.1.16)			[00480]
598	rn:R07488		(-.-.-.-)			[00100]
599	rn:R07487		(1.3.1.21)			[00100]
600	rn:R07486		(1.14.19.20)			[00100]
606	rn:R07505		(1.14.19.20)			[00100]
63.0	rn:R00623	reversible	(1.1.1.1)			[00071]
63.0	rn:R00631	reversible	(1.2.1.3)			[00071]
64	rn:R01778	reversible	(1.1.1.211)			[00062]
64	rn:R01778	reversible	(1.1.1.35)			[00062]
64	rn:R02685	reversible	(4.2.1.17)			[00062]
64	rn:R02685	reversible	(4.2.1.74)			[00062]
641	rn:R07493		(-.-.-.-)			[00100]
643	rn:R11096		(-.-.-.-)			[00100]
644	rn:R07492		(1.3.1.21)			[00100]
645	rn:R07491		(1.14.19.20)			[00100]
647	rn:R07484		(5.3.3.5)			[00100]
648	rn:R07483		(1.3.1.70)			[00100]
649	rn:R05731		(1.14.14.154)			[00100]
655	rn:R08721		(1.1.1.181)			[00120]
656	rn:R07208		(1.14.14.26)			[00120]
657	rn:R07207		(1.14.14.25)			[00120]
658	rn:R08723		(1.1.1.181)			[00120]
659	rn:R07209		(1.14.14.29)			[00120]
66.0	rn:R01951	reversible	(2.7.7.30)			[00051, 00520]
66.0	rn:R05692	reversible	(1.1.1.271)			[00051, 00520]
660	rn:R07218		(1.14.99.38)			[00120]
662	rn:R08724		(1.1.1.181)			[00120]
663	rn:R07372		(1.14.14.29)			[00120]
664	rn:R07372		(1.14.14.23)			[00120]
665	rn:R08728		(1.1.1.181)			[00120]
666	rn:R08727		(1.14.14.29)			[00120]
668	rn:R08505		(1.14.15.15)			[00120]
669	rn:R08941		(3.1.6.2)			[00140]
670	rn:R08977		(2.8.2.2)			[00140]
671	rn:R02723		(1.14.15.6)			[00140]
672	rn:R04683		(2.4.1.17)			[00140]
673	rn:R02358		(2.4.1.17)			[00140]
675	rn:R04353		(2.4.1.17)			[00140]
677	rn:R04762		(2.1.1.6)			[00140]
679	rn:R02354|R02355		(1.14.14.1)			[00140]
680	rn:R04354		(2.4.1.17)			[00140]
682	rn:R04764		(2.1.1.6)			[00140]
684	rn:R03088|R03090		(1.14.14.1)			[00140]
685	rn:R02354|R02355		(-.-.-.-)			[00150]
687	rn:R03091		(2.4.1.17)			[00140]
689	rn:R03088|R03090		(-.-.-.-)			[00150]
69	rn:R01836	reversible	(1.1.1.239)			[00140, 00984]
69	rn:R01836|R01838	reversible	(-.-.-.-)			[00140, 00984]
69	rn:R01836|R01838	reversible	(1.1.1.51)			[00140, 00984]
69	rn:R01838	reversible	(1.1.1.64)			[00140, 00984]
690	rn:R03087		(1.14.14.14)			[00140]
692	rn:R04761		(1.14.14.14)			[00140]
694	rn:R02501		(1.14.14.14)			[00140]
695	rn:R08963		(1.1.1.50)			[00140]
696	rn:R02497		(1.3.1.22)			[00140]
697	rn:R02498		(1.3.1.3)			[00140]
698	rn:R02502		(2.4.1.17)			[00140]
70	rn:R01793|R01794	reversible	(-.-.-.-)			[00790]
70	rn:R01793|R01794	reversible	(1.5.1.34)			[00790]
70	rn:R04734		(4.2.1.96)			[00790]
70	rn:R07211		(1.14.16.1)			[00790]
70	rn:R07212		(1.14.16.2)			[00790, 00950]
70	rn:R07213		(1.14.16.4)			[00790]
702	rn:R08945|R08980		(1.1.1.62)			[00140]
703	rn:R04758		(1.1.1.146)			[00140]
704	rn:R02725		(1.14.15.4)			[00140]
705	rn:R04352		(2.4.1.17)			[00140]
706	rn:R04309|R04310		(1.1.1.50)			[00140]
708	rn:R01835		(1.3.1.3)			[00140]
709	rn:R02478		(2.4.1.17)			[00140]
71	rn:R04880	reversible	(1.1.1.1)			[00350]
71	rn:R04882|R04883	reversible	(-.-.-.-)			[00350]
71	rn:R04882|R04883	reversible	(1.2.1.5)			[00350]
71	rn:R04887	reversible	(2.1.1.6)			[00350]
710	rn:R02476|R02477		(1.1.1.50)			[00140]
711	rn:R02351		(1.14.14.14)			[00140]
713	rn:R04759		(1.14.14.14)			[00140]
715	rn:R01840		(1.14.14.14)			[00140]
72	rn:R02536|R02537	reversible	(-.-.-.-)			[00360, 00643]
72	rn:R02536|R02537	reversible	(1.2.1.5)			[00360, 00643]
72	rn:R02613	reversible	(1.4.3.21)			[00360]
72	rn:R02613	reversible	(1.4.3.4)			[00360]
757	rn:R07412		(-.-.-.-)			[00860]
758	rn:R07411		(2.5.1.141)			[00860]
759	rn:R00078		(1.16.3.1)			[00860]
76.0	rn:R02216	reversible	(1.1.1.145)			[00140]
76.0	rn:R02216	reversible	(5.3.3.1)			[00140]
76.1	rn:R02219		(1.3.1.3)			[00140]
760	rn:R02480		(4.4.1.17)			[00860]
778	rn:R04979		(3.2.1.31)			[00860]
779	rn:R02389		(2.4.1.17)			[00860]
780	rn:R03222		(1.3.3.4)			[00860]
783	rn:R03220		(1.3.3.3)			[00860]
784	rn:R04178		(1.3.3.15)			[00860]
785	rn:R03197		(4.1.1.37)			[00860]
79	rn:R01404	reversible	(-.-.-.-)			[]
79	rn:R02767	reversible	(-.-.-.-)			[]
79	rn:R02768		(-.-.-.-)			[]
79	rn:R10208	reversible	(-.-.-.-)			[]
791	rn:R05220		(2.5.1.17)			[00860]
824	rn:R03165		(4.2.1.75)			[00860]
826	rn:R04972		(4.1.1.37)			[00860]
829	rn:R00084		(2.5.1.61)			[00860]
830	rn:R00036		(4.2.1.24)			[00860]
831	rn:R00830		(2.3.1.37)			[00260]
842	rn:R04950		(2.3.1.80)			[00480]
863	rn:R01583		(4.2.1.48)			[00471]
88.0	rn:R09370	reversible	(2.1.1.96)			[00450]
900	rn:R04085		(1.2.3.1)			[00760]
901	rn:R08408		(1.2.3.1)			[00760]
902	rn:R01269		(2.1.1.1)			[00760]
915	rn:R05707		(1.5.1.30)			[00740]
923	rn:R01232		(3.6.1.17)			[00230]
925	rn:R00139		(2.7.4.6)			[00240]
954	rn:R03104		(1.1.1.27)			[00270]
984	rn:R01687		(2.3.2.2)			[00430]
